kode,nama,nama_latin,asal,kategori,tipe,keterangan,air_g,energi_kal,protein_g,lemak_g,karbo_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,kar_total_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vit_c_mg,status_energi,status_protein,status_kalsium,status_besi,skor_gizi_anak
DR008,"Bayam, segar (Spinach, fresh)",Amaranthus tricolor,-,Sayuran,Mentah (Raw),-,94.5,16.0,0.9,0.4,2.9,0.7,1.3,166.0,76.0,3.5,16.0,456.4,0.13,0.4,0.0,2.0,2.0,0.04,0.1,1.0,41.0,Kurang,Kurang,Kurang,Kurang,0.057
HP005,"Bayau mi balu, masakan",-,-,Telur,Olahan (Processed),Kuning telur dibuat seperti kue dadar kemudian dimasak dengan sirup gula putih,36.1,313.0,6.0,12.2,44.8,1.4,0.9,55.0,93.0,1.9,29.0,201.0,0.2,0.7,783.0,89.0,4.0,0.14,0.27,9.7,0.0,Kurang,Kurang,Kurang,Kurang,0.1246
FR012,"Bebek (itik), daging, segar (Duck, meat, fresh)",Anas platyrhynchos domesticus,-,Daging,Mentah (Raw),-,54.3,321.0,16.0,28.6,0.0,0.0,1.1,15.0,188.0,1.8,54.0,199.0,0.21,1.2,273.0,0.0,4.0,0.1,0.28,4.3,0.0,Kurang,Cukup,Kurang,Kurang,0.1499
FR013,"Bebek alabio, daging, segar (Duck, alabio, meat, fresh)",Anas platyrhynchos domesticus,-,Daging,Mentah (Raw),-,57.0,303.0,11.3,27.0,3.7,0.0,1.0,20.0,293.0,4.8,50.0,260.0,0.7,2.0,0.0,0.0,4.0,0.36,0.04,4.1,0.0,Kurang,Cukup,Kurang,Cukup,0.1381
FP003,"Bebek, daging, goreng",-,-,Daging,Olahan (Processed),-,48.8,300.0,24.0,20.7,4.5,0.0,2.0,170.0,170.0,4.1,34.0,6.0,0.4,3.0,0.0,0.0,4.0,0.1,0.4,10.6,0.0,Kurang,Lebih,Kurang,Cukup,0.2168
DP026,Beberuk,-,NTB,Sayuran,Olahan (Processed),"Sayuran mentah (kacang panjang dan terong ungu kecil diiris halus), ditambah bumbu / saos : cabe merah, cabe rawit merah, tomat, terasi, dan garam",89.1,65.0,1.1,5.2,3.5,3.1,1.1,179.0,72.0,8.3,53.0,427.0,0.4,0.2,0.0,44.0,4.0,0.3,0.1,4.4,0.0,Kurang,Kurang,Kurang,Lebih,0.0872
FP036,Beef burger,-,-,Daging,Olahan (Processed),-,45.5,258.0,10.6,9.5,32.5,0.4,2.2,210.0,157.0,2.6,572.0,189.1,0.2,0.7,218.0,2.0,7.0,0.95,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1663
FP037,"Beef teriyaki, masakan",-,Jepang,Daging,Olahan (Processed),Daging sapi bumbu teriyaki (rasa manis).,65.1,151.0,8.6,3.1,22.3,0.3,0.9,142.0,62.0,2.3,377.0,201.0,0.2,0.7,22.0,2.0,400.0,0.53,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1114
FP038,"Beef yakiniku, masakan",-,Jepang,Daging,Olahan (Processed),Daging sapi panggang (rasa gurih),67.7,132.0,9.8,1.1,20.7,0.3,0.8,302.0,67.0,2.0,409.0,201.0,0.2,0.7,78.0,2.0,700.0,0.62,0.1,0.8,0.0,Kurang,Cukup,Cukup,Kurang,0.1505
NP002,Bekasam (Tiny shrimp fermented),-,-,Bumbu,Olahan (Processed),Udang kecil yang difermentasi,65.5,116.0,11.9,4.9,6.1,3.5,11.6,704.0,757.0,7.5,711.0,176.0,0.8,1.9,0.0,0.0,4.0,0.0,0.03,2.1,0.0,Kurang,Cukup,Lebih,Lebih,0.2708
NP003,Bekasang (Fermented fish),-,-,Bumbu,Olahan (Processed),Ikan yang difermentasi,67.1,78.0,11.4,2.0,3.6,0.4,15.9,54.0,97.0,2.6,4.0,121.0,0.2,4.8,0.0,2.0,4.0,0.15,0.12,0.6,0.0,Kurang,Cukup,Kurang,Kurang,0.0786
GP001,"Bekicot, dendeng, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,6.7,441.0,48.7,20.3,15.8,0.0,8.4,692.0,523.0,16.6,29.0,201.0,0.2,0.7,6.0,2.0,1.0,0.56,0.1,0.8,69.0,Kurang,Lebih,Lebih,Lebih,0.506
FR014,"Belibis, daging, segar (Whistling duck, meat, fresh)",Dendrocygna arcuata,-,Daging,Mentah (Raw),-,71.3,131.0,20.2,4.3,2.8,0.0,1.4,8.0,192.0,9.6,46.0,104.0,1.2,1.6,0.0,0.0,4.0,0.37,0.08,2.7,0.0,Kurang,Lebih,Kurang,Lebih,0.1293
ER006,"Belimbing, segar (Starfruit, fresh)",Averrhoa carambola,-,Buah,Mentah (Raw),-,90.0,36.0,0.4,0.4,8.8,3.2,0.4,4.0,12.0,1.1,4.0,130.0,0.2,0.1,0.0,29.0,170.0,0.03,0.1,0.8,35.0,Kurang,Kurang,Kurang,Kurang,0.0131
BP004,"Belitung, talas, kukus",-,-,Umbi Berpati,Olahan (Processed),-,63.1,145.0,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,0.0,0.0,0.0,0.08,0.1,2.3,1.0,Kurang,Kurang,Kurang,Kurang,0.0501
BR004,"Belitung, talas, segar (Taro, belitung, steamed)",Xanthosoma  sagittifolium,-,Umbi Berpati,Mentah (Raw),-,63.1,145.0,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,2.0,Kurang,Kurang,Kurang,Kurang,0.0527
GP002,"Belut, goreng (Asian swamp eel, fresh)",Monopterus albus,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,11.2,417.0,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,2.0,0.0,0.0,0.2,10.5,0.0,Kurang,Lebih,Lebih,Cukup,0.4303
GR001,"Belut, segar (Asian swamp eel, fresh)",Monopterus albus,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,81.5,70.0,14.6,0.8,1.0,0.0,2.1,49.0,155.0,1.5,55.0,169.0,0.2,1.2,0.0,0.0,4.0,0.22,0.12,7.7,0.0,Kurang,Cukup,Kurang,Kurang,0.083
GR002,"Belut,laut, segar (Eel, fresh)",Macrotema caligans,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,79.5,93.0,12.8,1.5,6.1,0.0,4.1,60.0,199.0,3.0,33.0,175.9,0.1,1.0,51.0,3.0,71.0,0.06,0.0,2.7,0.0,Kurang,Cukup,Kurang,Kurang,0.0901
BR005,"Bengkuang, segar (Yam bean, fresh)",Pachyrrhizus erosus,-,Umbi Berpati,Mentah (Raw),-,85.1,59.0,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,0.0,0.0,4.0,0.04,0.1,0.2,20.0,Kurang,Kurang,Kurang,Kurang,0.0244
BR006,"Bentul (Komba),  talas, segar (Taro, bentul, fresh)",Colocasia esculenta,-,Umbi Berpati,Mentah (Raw),-,75.8,98.0,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,29.0,195.5,0.2,0.6,0.0,0.0,0.0,0.02,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0458
BP005,"Bentul, talas, kukus",-,-,Umbi Berpati,Olahan (Processed),-,81.1,71.0,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,29.0,201.0,0.2,0.6,0.0,0.0,0.0,0.06,0.0,0.0,21.0,Kurang,Kurang,Kurang,Kurang,0.0344
BP019,Beras Cerdas,-,Jawa Timur,Umbi Berpati,Olahan (Processed),Bahan dasar terdiri dari Tepung jagung dan tepung mocaf dengan perbandingan 40 : 60,11.3,350.0,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.2,0.9,0.0,0.0,0.0,0.02,0.2,0.3,0.0,Kurang,Kurang,Kurang,Kurang,0.1194
BP020,Beras ganyong,-,Bengkulu,Umbi Berpati,Olahan (Processed),Pangan tunggal terolah/ produk yang berbahan baku ganyong dan jagung,9.3,364.0,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.2,0.6,0.0,1.0,0.0,0.02,0.02,0.3,0.0,Kurang,Kurang,Kurang,Cukup,0.125
AR002,"Beras giling var pelita, mentah (Rice, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,67.85,369.0,9.5,1.4,77.1,0.4,0.6,68.0,171.0,1.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,Kurang,Cukup,Kurang,Kurang,0.154
AR003,"Beras giling var rojolele, mentah (Rice. Raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,34.0,112.9,0.14,0.1,0.0,0.0,80.0,0.2,0.02,1.5,0.0,Kurang,Kurang,Kurang,Kurang,0.1683
AR001,"Beras giling, mentah (Rice, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,67.85,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,27.0,71.0,0.1,0.5,0.0,0.0,0.0,0.2,0.08,2.6,0.0,Kurang,Kurang,Kurang,Kurang,0.1683
AR004,"Beras hitam, mentah (Rice, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,12.9,351.0,8.0,1.3,76.9,20.1,0.9,6.0,198.0,0.1,15.0,105.0,0.1,1.6,0.0,0.0,0.0,0.21,0.06,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.1246
AR005,"Beras jagung kuning, kering, mentah (Corn, yellow",Zea mays,-,Serealia,Mentah (Raw),-,10.8,358.0,5.5,0.1,82.7,10.0,0.9,20.0,90.0,1.4,1.0,80.0,0.1,4.1,0.0,641.0,4.0,0.12,0.08,1.0,3.0,Kurang,Kurang,Kurang,Kurang,0.1252
AR006,"Beras jagung putih, kering, mentah (Corn, white, died, crushed, raw)",Zea mays,-,Serealia,Mentah (Raw),-,22.5,307.0,4.8,0.1,71.8,10.0,0.8,17.0,78.0,1.2,1.0,70.0,0.1,3.5,0.0,301.0,4.0,0.15,0.07,0.9,0.0,Kurang,Kurang,Kurang,Kurang,0.1072
AR007,"Beras ketan hitam tumbuk, mentah (Glutinous rice, black, husk,raw)",Oryza sativa  var. glutinosa,-,Serealia,Mentah (Raw),-,13.7,360.0,8.0,2.3,74.5,1.0,1.5,10.0,347.0,6.2,11.0,288.0,0.28,2.2,0.0,0.0,0.0,0.24,0.1,2.0,0.0,Kurang,Kurang,Kurang,Cukup,0.144
AR008,"Beras ketan putih tumbuk, mentah (Glutinous rice, white, husk,raw)",Oryza sativa  var. glutinosa,-,Serealia,Mentah (Raw),-,12.9,361.0,7.4,0.8,78.4,0.4,0.5,13.0,157.0,3.4,3.0,282.0,0.28,2.2,0.0,0.0,0.0,0.28,0.0,1.4,0.0,Kurang,Kurang,Kurang,Kurang,0.1358
AR009,"Beras ladang, mentah (Rice, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,9.8,376.0,7.5,3.8,78.0,5.9,0.9,20.0,110.0,0.8,10.0,70.0,0.1,1.4,0.0,0.0,4.0,0.2,0.2,5.1,0.0,Kurang,Kurang,Kurang,Kurang,0.1354
AR010,"Beras menir, mentah (Rice, crushed, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,12.0,362.0,7.7,4.4,73.0,0.2,0.2,22.0,272.0,3.7,90.0,201.0,0.1,0.5,0.0,0.0,4.0,0.55,0.0,1.9,0.0,Kurang,Kurang,Kurang,Cukup,0.1402
AR011,"Beras parboiled (Rice, parboiled)",Oryza sativa,-,Serealia,Mentah (Raw),-,10.0,353.0,6.8,0.6,80.0,0.5,2.5,5.0,142.0,0.8,2.0,46.0,0.28,1.0,0.0,0.0,4.0,0.22,0.11,3.4,0.0,Kurang,Kurang,Kurang,Kurang,0.1227
BP021,Beras Siger,-,Lampung,Umbi Berpati,Olahan (Processed),Bahan dasar singkong,13.5,344.0,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.1,0.5,0.0,0.0,0.0,0.02,0.1,0.2,0.0,Kurang,Kurang,Kurang,Cukup,0.1204
AR013,"Beras tumbuk merah, mentah (Rice, brown with husk, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,14.6,352.0,7.3,0.9,76.2,0.8,1.0,15.0,257.0,4.2,10.0,202.0,0.36,1.9,0.0,0.0,0.0,0.34,0.0,3.3,0.0,Kurang,Kurang,Kurang,Cukup,0.1355
AR012,"Beras tumbuk, mentah (Rice with husk, raw)",Oryza sativa,-,Serealia,Mentah (Raw),-,11.5,354.0,7.8,0.4,79.9,3.8,0.4,3.0,112.0,0.6,5.0,85.0,0.5,1.5,0.0,0.0,4.0,0.25,0.22,5.1,0.0,Kurang,Kurang,Kurang,Kurang,0.1253
GP055,"Betok wadi, masakan (Climbing gouramy)",Anabas testudineus,Kalimantan Tengah,Ikan/Kerang/Udang dll,Olahan (Processed),"Ikan betok yang dibersihkan lalu difermentasi dengan garam dalam wadah beling, setalah itu dimasak sesuai selera, digoreng atau disayur.",69.2,145.0,16.3,7.0,4.1,1.4,3.4,405.0,523.0,1.8,69.0,203.0,1.0,1.3,0.0,2.0,4.0,0.22,0.1,0.8,0.0,Kurang,Cukup,Cukup,Kurang,0.202
AP007,Bihun goreng instan,-,-,Serealia,Olahan (Processed),-,9.0,381.0,6.1,3.9,80.3,1.4,0.7,266.0,151.0,2.9,928.0,201.0,0.2,0.7,58.0,2.0,400.0,0.37,0.1,0.8,0.0,Kurang,Kurang,Cukup,Kurang,0.2008
AP008,"Bihun Jagung, mentah",-,Jawa Barat,Serealia,Olahan (Processed),"Bihun, produk setengah jadi berbahan dasar tepung jagung",11.3,354.0,0.5,0.3,87.4,3.0,0.5,13.0,111.0,0.6,49.0,1.4,0.4,0.0,0.0,0.0,0.0,0.02,0.02,0.3,0.0,Kurang,Kurang,Kurang,Kurang,0.1033
AP006,"Bihun, mentah",-,-,Serealia,Olahan (Processed),-,12.9,348.0,4.7,0.1,82.1,1.2,0.2,6.0,35.0,1.8,12.0,5.0,0.08,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Kurang,Kurang,Kurang,Kurang,0.1171
BP022,Biji nangka/Biji salak,-,-,Umbi Berpati,Olahan (Processed),"Nama lain : candil. Bahan dasar : ubi, tapioka, berkuah air gula jawa dan santan",40.5,262.0,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2.0,0.6,2.0,0.0,1.0,4.0,0.1,1.0,0.8,10.0,Kurang,Kurang,Kurang,Kurang,0.0963
AP035,Bika ambon,-,Medan,Serealia,Olahan (Processed),"Kue basah berbahan dasar tepung terigu, tepung tapioka, ragi, gula pasir, telur, santan diolah dengan cara dipanggang",51.5,199.0,2.1,1.5,44.4,0.3,0.6,45.0,28.0,1.8,29.0,201.0,0.2,0.7,0.0,2.0,408.0,0.1,0.1,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0767
AP036,Bingka,-,Banjarmasin,Serealia,Olahan (Processed),"Seperti kue lumpur. Berbahan dasar tepung terigu, kentang, telur, santan, gula, garam",44.4,273.0,5.3,10.6,39.1,1.4,0.6,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.111
AP029,Biskuit,-,-,Serealia,Olahan (Processed),-,2.2,458.0,6.9,14.4,75.1,2.1,1.4,62.0,87.0,2.7,241.0,20.3,0.16,0.6,0.0,14.0,4.0,0.09,0.15,1.4,0.0,Kurang,Kurang,Kurang,Kurang,0.172
DR010,"Bit, segar (Beet, fresh)",Beta vulgaris,-,Sayuran,Mentah (Raw),-,87.6,41.0,1.6,0.1,9.6,2.6,1.1,27.0,43.0,1.0,29.0,404.9,0.2,0.7,0.0,0.0,20.0,0.02,0.05,0.3,10.0,Kurang,Kurang,Kurang,Kurang,0.0241
ER007,"Biwah, segar (Loquat, fresh)",Eriobotrya japonica,-,Buah,Mentah (Raw),-,87.1,51.0,0.3,0.1,12.1,0.7,0.5,220.0,14.0,0.8,1.0,258.6,0.04,0.0,0.0,2.0,12.0,0.1,0.02,0.0,4.0,Kurang,Kurang,Kurang,Kurang,0.0717
AP037,Bobengka,-,Sulawesi Utara,Serealia,Olahan (Processed),"Berbahan dasar tepung terigu, gula merah/gula kelapa,kenari yang diolah dengan cara dipanggang",46.3,225.0,5.3,2.6,45.2,1.4,0.6,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0976
AP038,Bolu peca,-,Makassar,Serealia,Olahan (Processed),Berbahan dasar tepung terigu atau tepung ketan dengan gula merah yang diolah dengan cara dikukus,55.6,197.0,3.3,4.6,35.6,1.4,0.9,55.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,2.0,4.0,0.1,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0781
NR009,"Boros kunci, segar (Rhizomes / Kaemper / Chinesedey)",Boesenbergia rotunda,-,Bumbu,Mentah (Raw),-,90.0,40.0,1.0,0.8,7.2,1.0,1.0,50.0,50.0,2.0,33.0,480.0,0.02,0.3,0.0,0.0,5.0,0.08,0.68,1.7,50.0,Kurang,Kurang,Kurang,Kurang,0.0304
NR010,"Boros laja (lengkuas), segar (Rhizomes / Galanga)",Alpinia galanga,-,Bumbu,Mentah (Raw),-,93.0,26.0,1.0,0.3,4.7,1.1,1.0,50.0,50.0,2.0,24.0,137.1,0.07,0.3,0.0,5.0,5.0,0.08,0.06,0.3,50.0,Kurang,Kurang,Kurang,Kurang,0.0264
DP027,Botok lamtoro,-,-,Sayuran,Olahan (Processed),"Bahan dasar terdiri dari lamtoro dan kelapa parut, dikukus dengan dibungkus daun pisang.",63.9,186.0,11.7,9.7,13.0,2.1,2.2,771.0,322.0,26.0,29.0,201.0,0.2,0.7,18.0,2.0,179.0,0.27,0.1,0.8,2.0,Kurang,Cukup,Lebih,Lebih,0.3549
GP056,"Bou ninahu ndamate, masakan",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),Ikan gabus segar dimasak dengan tomat (Sup gabus),79.5,79.0,6.3,1.0,1.1,1.4,2.1,55.0,93.0,1.9,67.0,201.0,0.2,0.7,691.0,2.0,4.0,0.1,0.0,0.1,0.0,Kurang,Kurang,Kurang,Kurang,0.0601
GP057,"Bouiki ninahu nggaluku, masakan",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),Keong sawah / tutut dimasak dengan santan,73.9,94.0,7.8,2.2,10.8,1.4,5.3,55.0,93.0,1.9,58.0,179.4,0.2,1.5,0.0,2.0,4.0,0.5,0.03,2.4,0.0,Kurang,Kurang,Kurang,Kurang,0.0694
AP039,Brem,-,Madiun,Serealia,Olahan (Processed),Sari dari fermentasi ketan hitam atau ketan putih,37.4,249.0,3.4,0.4,58.0,0.0,0.9,198.0,86.0,2.0,29.0,201.0,0.2,0.7,0.0,2.0,240.0,0.34,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.1349
FP039,Brongkos,-,Yogyakarta,Daging,Olahan (Processed),Masakan daging sapi berkuah hitam yang berasal dari kluwek dan ditambah santan,76.4,141.0,15.3,3.3,12.6,1.0,2.4,87.0,97.0,5.1,29.0,201.0,0.2,0.7,4.0,2.0,356.0,0.4,0.1,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.1243
ER008,"Buah atung, segar",-,-,Buah,Mentah (Raw),-,92.0,23.0,0.8,0.2,5.2,1.4,1.8,30.0,50.0,4.6,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.29,0.1,0.8,38.0,Kurang,Kurang,Kurang,Cukup,0.0265
ER009,"Buah kelenting, segar",-,-,Buah,Mentah (Raw),-,73.9,110.0,1.4,2.1,21.4,1.4,1.2,8.0,102.0,1.1,2.0,0.0,0.3,0.9,0.0,2.0,4.0,0.2,0.1,0.8,6.0,Kurang,Kurang,Kurang,Kurang,0.0381
DR011,"Buah kelor (West Indian bean, fruit)",Moringa oleifera,-,Sayuran,Mentah (Raw),-,89.5,38.0,1.5,0.2,7.5,3.2,1.3,30.0,54.0,0.0,48.0,216.0,0.0,0.2,0.0,31.0,4.0,0.1,0.1,4.1,25.0,Kurang,Kurang,Kurang,Kurang,0.0212
ER010,"Buah kom, segar",-,-,Buah,Mentah (Raw),-,33.7,264.0,4.0,1.1,59.6,9.0,1.7,306.0,92.0,0.8,29.0,201.0,0.2,0.7,0.0,2.0,400.0,0.11,0.1,0.0,9.0,Kurang,Kurang,Cukup,Kurang,0.1658
ER011,"Buah mentega (Bisbul), segar (Persimmons, japanese, fresh)",Diospyros discolor,-,Buah,Mentah (Raw),-,89.0,39.0,0.7,0.2,9.7,2.0,0.4,43.0,17.0,0.8,1.0,90.0,0.06,0.1,0.0,141.0,55.0,0.02,0.01,0.1,33.0,Kurang,Kurang,Kurang,Kurang,0.0242
DR012,Buah merah (Red fruit),Pandanus conoideus,-,Sayuran,Mentah (Raw),-,81.2,87.0,2.6,2.7,13.1,4.0,0.4,30.0,1.0,1.1,110.0,140.0,0.1,0.3,0.0,0.0,4.0,1.5,0.1,0.2,15.0,Kurang,Kurang,Kurang,Kurang,0.0414
ER012,"Buah Naga Merah, segar",-,-,Buah,Mentah (Raw),-,85.7,71.0,1.7,3.1,9.1,3.2,0.4,13.0,14.0,0.4,10.0,128.0,0.0,0.4,0.0,0.0,0.0,0.5,0.3,0.5,1.0,Kurang,Kurang,Kurang,Kurang,0.0277
ER013,"Buah Naga Putih, segar",-,-,Buah,Mentah (Raw),-,86.6,56.0,0.8,1.0,10.9,3.2,0.6,13.0,27.0,0.5,7.0,231.0,0.0,0.4,0.0,0.0,0.0,0.02,0.5,0.9,1.0,Kurang,Kurang,Kurang,Kurang,0.0208
ER014,"Buah negri, segar (Passion-fruit (granadilla), fresh)",Passiflora edulis,-,Buah,Mentah (Raw),-,85.7,55.0,1.2,0.1,12.2,5.2,0.8,30.0,40.0,0.2,10.0,0.0,0.1,0.3,0.0,460.0,4.0,0.33,0.03,0.1,9.0,Kurang,Kurang,Kurang,Kurang,0.0254
ER015,"Buah nona, segar (Sugarapple, fresh)",Annona squamosa,-,Buah,Mentah (Raw),-,71.5,101.0,1.7,0.6,25.2,2.8,1.0,27.0,20.0,0.8,5.0,312.5,325.7,0.1,0.0,49.0,4.0,0.08,0.16,0.9,22.0,Kurang,Kurang,Kurang,Kurang,0.0407
ER016,"Buah rotan, segar",Eleiodoxa conferta,-,Buah,Mentah (Raw),-,79.4,78.0,0.6,0.3,18.2,1.4,1.5,1.0,7.0,3.4,7.0,495.0,0.3,0.7,0.0,2.0,4.0,0.12,0.0,0.8,5.0,Kurang,Kurang,Kurang,Kurang,0.0307
ER017,"Buah rukam, segar (Rukam, fresh)",Flacourtia rukam,-,Buah,Mentah (Raw),-,71.3,113.0,0.8,0.3,26.8,7.7,0.8,108.0,52.0,1.2,2.0,219.0,0.3,0.9,0.0,17.0,4.0,0.06,0.01,0.8,20.0,Kurang,Kurang,Kurang,Kurang,0.0629
ER018,"Buah ruruhi, segar",-,-,Buah,Mentah (Raw),-,93.0,29.0,2.1,0.7,3.6,2.6,0.3,6.0,7.0,0.0,36.0,45.0,0.0,0.1,0.0,7.0,4.0,0.06,0.01,0.8,10.0,Kurang,Kurang,Kurang,Kurang,0.0145
ER019,"Buah tuppa, segar",-,-,Buah,Mentah (Raw),-,82.5,67.0,0.4,0.2,15.9,1.4,1.0,12.0,139.0,0.5,2.0,0.0,0.2,0.5,0.0,2.0,4.0,0.04,0.01,0.8,5.0,Kurang,Kurang,Kurang,Kurang,0.0222
FP004,"Buaya, daging, dendeng, mentah",-,-,Daging,Olahan (Processed),-,12.3,365.0,49.6,4.8,30.8,1.4,2.5,60.0,130.0,4.3,500.0,680.0,0.2,11.6,0.0,0.0,4.0,0.1,0.1,0.2,0.0,Kurang,Lebih,Kurang,Cukup,0.2933
BP023,Bubur sagu,-,Ambon,Umbi Berpati,Olahan (Processed),"Bubur dari sagu lempang, gula merah dan santan",62.5,167.0,0.2,4.0,33.0,1.4,0.3,3.0,3.0,0.1,7.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,0.1,0.1,0.0,Kurang,Kurang,Kurang,Kurang,0.0462
AP040,Bubur tinotuan (Manado),-,Manado,Serealia,Olahan (Processed),"Bubur berisi beras, singkong, jagung, labu kuning, kangkung, daun gedi, daun leilem, daun kemangi.",80.9,156.0,2.3,0.2,15.6,8.2,1.0,41.0,20.0,0.4,486.0,164.0,0.3,0.4,0.0,1.0,4.0,0.1,0.04,0.8,15.0,Kurang,Kurang,Kurang,Kurang,0.0607
FP040,"Bulgogi, masakan",-,Korea,Daging,Olahan (Processed),Daging sapi (sirloin) ditambah kecap asin dan gula.,84.2,72.0,11.4,4.9,1.4,1.7,0.7,214.0,86.0,2.5,509.0,201.0,0.2,0.7,17.0,2.0,4.0,1.08,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1178
DP003,"Buncis, rebus",-,-,Sayuran,Olahan (Processed),-,90.6,30.0,2.2,0.2,6.4,1.5,0.6,107.0,47.0,0.5,7.0,138.9,0.1,0.3,0.0,1.0,402.0,0.01,0.29,2.0,8.0,Kurang,Kurang,Kurang,Kurang,0.0424
DR013,"Buncis, segar (Green bean, fresh)",Phaseolus vulgaris,-,Sayuran,Mentah (Raw),-,89.6,34.0,2.4,0.3,7.2,1.9,0.5,101.0,42.0,0.7,8.0,250.0,0.07,0.3,0.0,772.0,550.0,0.05,0.4,2.8,11.0,Kurang,Kurang,Kurang,Kurang,0.0431
DR014,"Bunga pepaya, segar (Papaya, flower, fresh)",Carica papaya,-,Sayuran,Mentah (Raw),-,87.3,45.0,2.6,0.3,8.1,1.6,1.7,290.0,113.0,4.2,2.0,478.3,0.08,0.8,0.0,2.0,5.0,0.01,0.28,1.0,23.0,Kurang,Kurang,Cukup,Cukup,0.1046
DR015,"Bunga turi, segar (Hummingbird tree)",Sesbania grandiflora,-,Sayuran,Mentah (Raw),-,90.4,42.0,2.0,1.1,6.1,3.3,0.4,28.0,23.0,0.8,29.0,97.4,0.1,0.6,0.0,1.0,0.0,0.5,0.02,0.4,1.0,Kurang,Kurang,Kurang,Kurang,0.0255
CP020,Bungkil biji karet,-,-,Kacang-Kacangan,Olahan (Processed),-,12.0,333.0,29.3,3.3,50.0,1.4,29.4,102.0,660.0,12.0,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.2468
CP021,Bungkil kacang tanah,-,-,Kacang-Kacangan,Olahan (Processed),-,14.0,336.0,37.4,13.0,30.5,1.4,33.1,730.0,470.0,30.7,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.04,0.1,0.8,0.0,Kurang,Lebih,Lebih,Lebih,0.4849
CP022,Bungkil kelapa,-,-,Kacang-Kacangan,Olahan (Processed),-,16.0,368.0,23.0,15.0,40.0,1.4,38.0,137.0,433.0,41.5,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.0,0.46,8.9,0.0,Kurang,Lebih,Kurang,Lebih,0.3209
